q3_curso,q4_institucion,q5_grado,q7_sesion,n_alumnos,q8_fecha_clase,nombre_tema_A,nombre_tema_B,comment_class,pct_puntaje,duration_h,asistencia,logro,proceso,inicio,pct_asistencia,pct_logro,pct_proceso,pct_inicio
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,07apr2026,Textos descriptivos,Textos instructivos,,.55263156,2.6666667,19,9,7,3,.86363637,.47368422,.36842105,.15789473
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,20apr2026,Textos narrativos I,,No,.65384614,2.6666667,13,10,2,1,.56521738,.76923078,.15384616,.07692308
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,21apr2026,Textos narrativos I,,\nJimmy Dominguez,.5,2.6666667,17,4,9,3,.77272725,.23529412,.52941179,.17647059
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,04may2026,Textos narrativos II,,Corregir la lista y agregar a Angie Sugastizabal,.41666666,2.6666667,18,2,8,8,.78260869,.11111111,.44444445,.44444445
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,05may2026,Textos narrativos II,,Ninguno,.578125,2.6666667,16,5,9,2,.72727275,.3125,.5625,.125
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,01jun2026,Textos narrativos III,,Se inició el horario de 4to A y B juntos (hubo baja asistencia). Se trabajó el tema de textos narrativos y un repaso general de los temas aprendidos hasta el momento,.68888891,2.6666667,10,6,0,3,.45454547,.60000002,0,.30000001
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,01jun2026,Textos narrativos III,,Se inició el horario de 4to A y B juntos (hubo baja asistencia) se trabajo el tema de textos narrativos y un repaso general de los temas aprendidos hasta el momento ,.74000001,2.6666667,11,7,1,2,.47826087,.63636363,.090909094,.18181819
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,02jun2026,Textos narrativos III,,"Se volvió a hacer el repaso sobre textos narrativos. En la clase trabajamos con tres diferentes tipos de textos narrativos en grupos y se observó que todavía hay que fortalecer el cómo identificar la idea principal de un texto, inferencia y reflexión ",.30000001,2.6666667,9,0,2,6,.40909091,0,.22222222,.66666669
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,02jun2026,Textos narrativos III,,"Se trabajó nuevamente textos narrativos. Sin embargo debe continuarse con el tema ya que hay que fortalecer lo que es identificar las ideas principales de un texto, inferencia y reflexión",.52500004,2.6666667,13,0,5,3,.56521738,0,.38461539,.23076923
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,15jun2026,Textos expositivos I,,Se trabajó textos expositivos,.33333334,2.6666667,6,1,2,3,.27272728,.16666667,.33333334,.5
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,15jun2026,Textos expositivos I,,Se trabajó textos expositivos,.4642857,2.6666667,14,4,2,8,.60869563,.2857143,.14285715,.5714286
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,16jun2026,Textos expositivos I,,Textos expositivos ,.70769233,2.6666667,13,9,2,2,.59090906,.69230771,.15384616,.15384616
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,16jun2026,Textos expositivos I,,Textos expositivos ,.8142857,2.6666667,14,10,3,1,.60869563,.71428573,.21428572,.071428575
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,30jun2026,Textos expositivos II,,Se aumentó la dificultad en los exit ticket,.30000001,2.6666667,10,1,2,7,.45454547,.1,.2,.69999999
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,30jun2026,Textos expositivos II,,Te aumentó la dificultad en el éxito ticket,.31818181,2.6666667,13,1,2,8,.56521738,.07692308,.15384616,.61538464
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,13jul2026,Textos argumentativos I,,Se trabajaron textos argumentativos,.77777779,2.6666667,9,6,1,2,.40909091,.66666669,.11111111,.22222222
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,13jul2026,Textos expositivos I,,Se trabajaron textos argumentativos,.84000003,2.6666667,10,8,1,1,.43478259,.80000001,.1,.1
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,14jul2026,Textos argumentativos I,,Se trabajaron textos argumentativos,.63999999,2.6666667,5,2,2,1,.22727273,.40000001,.40000001,.2
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,14jul2026,Textos argumentativos I,,Se trabajaron textos argumentativos,.72000003,2.6666667,15,9,2,4,.65217394,.60000002,.13333334,.26666668
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),22,08apr2026,Textos descriptivos,Textos instructivos,Ninguno,.52499998,1.3333334,11,1,9,0,.5,.090909094,.81818181,0
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),23,08apr2026,Textos descriptivos,Textos instructivos,Ninguno,.5,1.3333334,6,0,6,0,.26086956,0,1,0
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),22,22apr2026,Textos narrativos I,,Ninguno,.64999998,1.3333334,5,3,2,0,.22727273,.60000002,.40000001,0
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),23,22apr2026,Textos narrativos I,,Ninguno,.65909094,1.3333334,11,7,4,0,.47826087,.63636363,.36363637,0
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),22,06may2026,Textos narrativos II,,Ninguno,.6388889,1.3333334,9,5,4,0,.40909091,.55555558,.44444445,0
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),23,06may2026,Textos narrativos II,,Ninguno,.625,1.3333334,14,6,8,0,.60869563,.42857143,.5714286,0
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),22,03jun2026,Textos narrativos III,,Se trabajó textos narrativos ,.42857143,1.3333334,8,2,1,4,.36363637,.25,.125,.5
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),23,03jun2026,Textos narrativos III,,Se trabajaron textos narrativos e identificación de idea principal,.45454547,1.3333334,13,2,6,3,.56521738,.15384616,.46153846,.23076923
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),22,17jun2026,Textos expositivos I,,Textos expositivos ,.66666669,1.3333334,12,7,2,3,.54545456,.58333331,.16666667,.25
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),23,17jun2026,Textos expositivos I,,Textos expositivos ,.73750001,1.3333334,16,12,1,3,.69565219,.75,.0625,.1875
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),22,01jul2026,Textos expositivos II,,Textos expositivos ,.6388889,1.3333334,9,5,3,1,.40909091,.55555558,.33333334,.11111111
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),23,01jul2026,Textos expositivos II,,Se avanzó textos expositivos ,.73333335,1.3333334,15,10,1,4,.65217394,.66666669,.06666667,.26666668
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),22,15jul2026,Textos argumentativos I,,Se ha trabajado en textos argumentativos,.75999999,1.3333334,5,3,1,1,.22727273,.60000002,.2,.2
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),23,15jul2026,Textos argumentativos I,,Se trabajaron textos argumentativos,.76666665,1.3333334,12,7,3,2,.52173913,.58333331,.25,.16666667
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,13apr2026,Nivelación 0,,Ya se va acabar el agua,.5,2.6666667,16,7,3,6,.69565219,.4375,.1875,.375
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,14apr2026,Nivelación 0,,Alumno de tercero Martin Quispe Yavireri Intisol (exit ticket 4),.6388889,2.6666667,18,10,4,4,.81818181,.55555558,.22222222,.22222222
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,27apr2026,Fracciones,Operaciones con fracciones,No sé encuentra en la lista la alumna. Zagastizabal Priale Jhulia Angie,.76785713,2.6666667,14,12,1,1,.60869563,.85714287,.071428575,.071428575
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,28apr2026,Fracciones,Operaciones con fracciones,Hoy compré vasos para que lo s chicos tomen agua ya que en Kirigueti cuando llegué no había y pregunté a Luis y Lucero pero no sabían lo que había pasado.,.765625,2.6666667,16,13,1,2,.72727275,.8125,.0625,.125
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,11may2026,Números decimales,Porcentajes I,Tengo una estudiante de 4to B creo que vino voluntariamente ,.84285712,2.6666667,14,12,1,1,.60869563,.85714287,.071428575,.071428575
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,12may2026,Números decimales,Porcentajes I,Está bajando la asistencia ,.60000002,2.6666667,12,6,1,5,.54545456,.5,.083333336,.41666666
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,08jun2026,Porcentajes I,,Identificó que hay varios chicos que necesitan más ayuda personal pero como son tantos ya no se puede hacer mucho ,.54285717,2.6666667,14,5,2,7,.63636363,.35714287,.14285715,.5
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,08jun2026,Porcentajes I,,Los de Misión están mal solo vinieron algunos ,.76363635,2.6666667,11,8,1,2,.47826087,.72727275,.090909094,.18181819
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,09jun2026,Porcentajes I,Porcentajes II,En misión están enfermos por eso no vinieron ,.54166669,2.6666667,12,5,3,4,.54545456,.41666666,.25,.33333334
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,09jun2026,Porcentajes I,Porcentajes II,Están enfermos en la misión por eso pocos estudiantes ,.6111111,2.6666667,9,4,4,1,.39130434,.44444445,.44444445,.11111111
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,22jun2026,Números decimales,,No hubo agua,.77142859,2.6666667,7,5,2,0,.31818181,.71428573,.2857143,0
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,22jun2026,Números decimales,,No había agua,.71428573,2.6666667,7,4,2,1,.30434781,.5714286,.2857143,.14285715
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,23jun2026,Proporciones,,Víspera de San Juan ,.58181822,2.6666667,11,4,4,3,.5,.36363637,.36363637,.27272728
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,23jun2026,Proporciones,,Vísperas de San Juan muchos están en esa actividad y faltaron ,.75,2.6666667,13,8,2,2,.56521738,.61538464,.15384616,.15384616
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,07jul2026,Proporciones,,.,.48571429,2.6666667,7,2,1,4,.31818181,.2857143,.14285715,.5714286
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,07jul2026,Proporciones,,.,.61428571,2.6666667,14,7,2,5,.60869563,.5,.14285715,.35714287
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,22,08jul2026,Proporciones,,.,.64999998,2.6666667,8,4,0,4,.36363637,.5,0,.5
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,08jul2026,Proporciones,,.,.67500001,2.6666667,16,8,3,5,.69565219,.5,.1875,.3125
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),22,15apr2026,Nivelación 0,,"Hay chicos que no saben sumar, necesito estrategias para hacer que pasen La valla ",.58333331,1.3333334,3,1,2,0,.13636364,.33333334,.66666669,0
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),23,15apr2026,Nivelación 0,,"La valla de 80% me parece mucho, la realidad de los chicos es diferente hay chicos que no saben sumar y si me dicen as dos clases diferentes en el mismo aula está raro, nunca ví hacer algo así, necesito un pedagogo que me diga algunas estrategias🥲",.70454544,1.3333334,11,8,2,1,.47826087,.72727275,.18181819,.090909094
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),22,29apr2026,Fracciones,Operaciones con fracciones,El alumno: Domínguez Ortega Jimmy Joel agregar a la lista,.71428573,1.3333334,7,6,1,0,.31818181,.85714287,.14285715,0
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),23,29apr2026,Fracciones,Operaciones con fracciones,Hay mucho trabajo que hacer los chicos sin ayuda no pueden pero ya dieron el inicio al aprendizaje ,.79166669,1.3333334,12,11,0,1,.52173913,.91666669,0,.083333336
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),22,13may2026,Números decimales,Porcentajes I,No hay luz y se cambió el horario ,.93333334,1.3333334,6,5,1,0,.27272728,.83333331,.16666667,0
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),23,13may2026,Números decimales,Porcentajes I,No hubo luz en la comunidad 2 días ,.73333335,1.3333334,3,2,1,0,.13043478,.66666669,.33333334,0
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),22,10jun2026,Porcentajes I,Porcentajes II,Están enfermos en misión ,.71428573,1.3333334,7,3,4,0,.31818181,.42857143,.5714286,0
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de consolidación (miércoles y sábados),23,10jun2026,Porcentajes I,Porcentajes II,Están enfermos en misión faltaron varios ,.84444445,1.3333334,9,7,1,1,.39130434,.77777779,.11111111,.11111111
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,09apr2026,Textos descriptivos,Textos instructivos,No,.66666669,2.6666667,18,13,4,1,.81818181,.72222221,.22222222,.055555556
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,10apr2026,Textos descriptivos,Textos instructivos,No,.53333336,2.6666667,15,7,3,5,.71428573,.46666667,.2,.33333334
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,23apr2026,Textos narrativos I,,Borrar a Cleida y Judith porque ya no estan matriculadas,.51785713,2.6666667,14,4,6,4,.63636363,.2857143,.42857143,.2857143
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,24apr2026,Textos narrativos I,,Ninguno,.56944442,2.6666667,18,8,6,4,.85714287,.44444445,.33333334,.22222222
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,07may2026,Textos narrativos II,,Ninguno,.58181822,2.6666667,11,4,3,4,.5,.36363637,.27272728,.36363637
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,09may2026,Textos narrativos II,Textos narrativos III,Ninguno,.68000001,2.6666667,15,8,3,4,.71428573,.53333336,.2,.26666668
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,04jun2026,Textos narrativos III,,Se trabajó textos narrativos ,.36363637,2.6666667,11,2,3,6,.52380955,.18181819,.27272728,.54545456
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,04jun2026,Textos narrativos III,,Trabajamos un repaso de textos narrativos ,.33333334,2.6666667,12,2,3,7,.54545456,.16666667,.25,.58333331
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,05jun2026,Textos narrativos III,,Ninguno,.734375,2.6666667,16,12,2,2,.76190478,.75,.125,.125
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,05jun2026,Textos narrativos III,,Ninguno,.66666669,2.6666667,9,5,2,2,.40909091,.55555558,.22222222,.22222222
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,18jun2026,Textos expositivos I,,Textos expositivos ,.55555558,2.6666667,9,3,2,4,.42857143,.33333334,.22222222,.44444445
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,18jun2026,Textos expositivos I,,Textos expositivos ,.69999999,2.6666667,4,3,0,1,.18181819,.75,0,.25
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,19jun2026,Textos expositivos I,,Textos expositivos ,.85000002,2.6666667,17,14,2,0,.80952382,.82352942,.11764706,0
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,19jun2026,Textos expositivos I,,Textos expositivos ,.82222223,2.6666667,9,8,0,1,.40909091,.8888889,0,.11111111
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,02jul2026,Textos expositivos II,,Hubo una mayor cantidad de faltas por decoración del día del maestro,.6111111,2.6666667,6,2,1,3,.27272728,.33333334,.16666667,.5
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,03jul2026,Textos expositivos II,,Hubo mayor cantidad de asistencia por decoración del día del maestro,.69444448,2.6666667,24,12,6,6,1.1428572,.5,.25,.25
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,03jul2026,Textos expositivos II,,Se trabajaron textos expositivos,.73214287,2.6666667,14,11,2,1,.63636363,.78571427,.14285715,.071428575
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,16jul2026,Textos argumentativos I,,Textos argumentativos ,.61666667,2.6666667,12,5,3,4,.5714286,.41666666,.25,.33333334
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,16jul2026,Textos argumentativos I,,Se trabajaron textos argumentativos ,.5,2.6666667,8,1,3,4,.36363637,.125,.375,.5
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,17jul2026,Textos argumentativos I,,Textos argumentativos ,.72727275,2.6666667,11,7,3,1,.52380955,.63636363,.27272728,.090909094
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,17jul2026,Textos argumentativos I,,Textos argumentativos ,.78571427,2.6666667,7,6,0,1,.31818181,.85714287,0,.14285715
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de consolidación (miércoles y sábados),21,11apr2026,Textos descriptivos,Textos instructivos,Ninguna,.5,1.3333334,6,0,5,0,.2857143,0,.83333331,0
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de consolidación (miércoles y sábados),21,25apr2026,Textos narrativos I,,Ninguno,.58333331,1.3333334,9,4,4,1,.42857143,.44444445,.44444445,.11111111
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de consolidación (miércoles y sábados),22,25apr2026,Textos narrativos I,,Ninguno,.5625,1.3333334,5,1,3,0,.22727273,.2,.60000002,0
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de consolidación (miércoles y sábados),21,06jun2026,Textos narrativos III,,"La mayor parte de la clase se hizo un repaso sobre la ubicación de la sílaba tónica,, ya que muchos estudiantes al momento de la producción de textos colocaban tildes donde consideraban ",.53571427,1.3333334,14,5,6,3,.66666669,.35714287,.42857143,.21428572
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de consolidación (miércoles y sábados),22,06jun2026,Textos narrativos III,,"La mayor parte de la clase se terminó haciendo un repaso sobre la ubicación de la sílaba tónica ya que muchos al momento de la producción de textos, colocaban tildes donde consideraban. ",.40000001,1.3333334,10,2,2,6,.45454547,.2,.2,.60000002
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de consolidación (miércoles y sábados),21,20jun2026,Textos expositivos I,,Textos expositivos ,.58333331,1.3333334,12,6,1,5,.5714286,.5,.083333336,.41666666
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de consolidación (miércoles y sábados),22,20jun2026,Textos expositivos I,,Textos expositivos ,.75999999,1.3333334,5,3,1,1,.22727273,.60000002,.2,.2
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de consolidación (miércoles y sábados),21,04jul2026,Textos expositivos II,,Textos expositivos ,.85000002,1.3333334,10,8,0,2,.47619048,.80000001,0,.2
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de consolidación (miércoles y sábados),22,04jul2026,Textos expositivos II,,Textos expositivos ,.55000001,1.3333334,10,3,4,3,.45454547,.30000001,.40000001,.30000001
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,16apr2026,Nivelación 0,,"Pasar La valla está difícil, para pasar la valla tendría que tomar un exit ticket  de suma",.75,2.6666667,8,6,1,1,.36363637,.75,.125,.125
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,17apr2026,Nivelación 0,,"Esta difícil pasar la valla, necesito un pedagogo de 10 años de experiencia que me de estratégias de  cómo debo afrontar esta situación🥲",.7361111,2.6666667,18,13,4,1,.85714287,.72222221,.22222222,.055555556
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,30apr2026,Fracciones,Operaciones con fracciones,71801527,.86666667,2.6666667,15,15,0,0,.68181819,1,0,0
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,01may2026,Fracciones,Operaciones con fracciones,Feriado colegio cerrado ,,2.6666667,0,0,0,0,0,,,
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,02may2026,Fracciones,Operaciones con fracciones,Sesión de recuperación 5to B,.83333331,2.6666667,15,15,0,0,.71428573,1,0,0
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,14may2026,Números decimales,Porcentajes I,Dos estudiantes se fueron después del recreo uno es Levi y el otro me dijeron que se llama Nolber pero no lo encuentro a este último ,.84444445,2.6666667,10,9,0,0,.45454547,.89999998,0,0
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,15may2026,Números decimales,Porcentajes I,Hoy se dió la clase usando el proyector ,.61666667,2.6666667,13,6,2,4,.61904764,.46153846,.15384616,.30769232
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,11jun2026,Porcentajes I,,No hay luz y no hay impresora ,.61538464,2.6666667,13,6,2,5,.61904764,.46153846,.15384616,.38461539
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,11jun2026,Porcentajes I,,No hay luz y no hay impresora ,.75,2.6666667,12,7,4,1,.54545456,.58333331,.33333334,.083333336
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,12jun2026,Porcentajes I,Porcentajes II,No hay luz ni impresora tengo que ir al local y ni hay tinta ,.55000001,2.6666667,13,4,1,7,.61904764,.30769232,.07692308,.53846157
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,12jun2026,Porcentajes I,Porcentajes II,No hay luz ni impresora este día fue muy incómodo a los chicos nos di su ficha solo trabajé por grupos ,.55000001,2.6666667,12,3,3,6,.54545456,.25,.25,.5
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,25jun2026,Proporciones,,Solo faltaron 2 estudiantes de 5to B ,.72941178,2.6666667,17,11,2,4,.80952382,.64705884,.11764706,.23529412
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,25jun2026,Proporciones,,Dos estudiantes salieron temprano por un trabajo del colegio ,.6857143,2.6666667,9,3,2,2,.40909091,.33333334,.22222222,.22222222
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,26jun2026,Proporciones,,Asistieron 4 estudiantes de 4to,.77142859,2.6666667,14,9,2,3,.66666669,.64285713,.14285715,.21428572
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,22,26jun2026,Proporciones,,"Algunos estudiantes necesitan mucho apoyo, considero que ellos son los más perjudicados al estar con muchos estudiantes ",.60000002,2.6666667,12,3,5,3,.54545456,.25,.41666666,.25
Matemática,I.E Monseñor Javier Aris Huarte (Kirigueti),5to de Secundaria,Sesión de reforzamiento,21,09jul2026,Proporciones,,.,.78571427,2.6666667,14,10,2,2,.66666669,.71428573,.14285715,.14285715
